epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
27,15469,0.72268,0.40135,0.91056,0.85087,0.74591,0.77157,0.48652,1.52893,1.02793,1.5404,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,16063.9,0.71086,0.39246,0.90439,0.84767,0.74689,0.77062,0.48683,1.52739,1.03109,1.54222,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,16664,0.70116,0.3876,0.90024,0.85664,0.74189,0.76992,0.48595,1.52502,1.03375,1.54491,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,17263.3,0.68817,0.38199,0.89446,0.85112,0.74469,0.7698,0.48491,1.52542,1.03906,1.54872,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,17858.5,0.67889,0.37613,0.89121,0.84718,0.74562,0.76883,0.48601,1.5252,1.03935,1.55157,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,18435.5,0.66745,0.37001,0.8869,0.84542,0.74766,0.76827,0.48557,1.52334,1.04111,1.55441,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,19018.3,0.65988,0.36631,0.88347,0.83689,0.74845,0.76594,0.48495,1.52165,1.04682,1.55553,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,19595.3,0.64859,0.36017,0.87916,0.84482,0.74361,0.76185,0.48529,1.52103,1.04831,1.55604,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,20181.7,0.64201,0.35673,0.8758,0.8404,0.74547,0.7601,0.48242,1.52286,1.04883,1.55988,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,20760.8,0.63151,0.35079,0.87255,0.83575,0.74618,0.75942,0.48255,1.52224,1.05339,1.56385,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,21361.7,0.62476,0.34674,0.8699,0.84126,0.74424,0.75852,0.48392,1.52021,1.05592,1.56559,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,21957.8,0.61671,0.34179,0.86679,0.8477,0.74143,0.75856,0.484,1.51978,1.05992,1.56752,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,22547.4,0.60886,0.33819,0.86391,0.8456,0.73971,0.75756,0.48393,1.51797,1.06028,1.56872,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,23131.5,0.60204,0.33365,0.86129,0.85229,0.73821,0.75685,0.48408,1.51766,1.06488,1.57092,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,23736.9,0.59354,0.32933,0.85862,0.85997,0.73731,0.75725,0.48407,1.51379,1.06619,1.57064,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,24325.3,0.58529,0.32597,0.85604,0.86276,0.73479,0.75938,0.48599,1.51043,1.06709,1.57137,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,24921.7,0.57716,0.3214,0.85253,0.86703,0.73325,0.75668,0.48608,1.50979,1.07124,1.57368,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,25525,0.57066,0.31753,0.85053,0.87025,0.73213,0.75619,0.48592,1.50703,1.07689,1.574,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,26131.5,0.56269,0.31383,0.84831,0.86621,0.7327,0.75505,0.4855,1.50574,1.08021,1.57742,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,26748.8,0.55669,0.31058,0.84601,0.86502,0.73484,0.75489,0.48558,1.50443,1.08121,1.58104,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,27364,0.548,0.30641,0.84351,0.8664,0.73498,0.75294,0.48528,1.50171,1.08535,1.5807,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,27995.6,0.54132,0.30263,0.84118,0.86444,0.73411,0.75337,0.48473,1.49969,1.08622,1.5829,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,28623.9,0.53562,0.29984,0.83928,0.86495,0.73212,0.75305,0.48451,1.49767,1.08934,1.58555,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,29254.6,0.52687,0.29555,0.83706,0.86671,0.73101,0.75275,0.48475,1.49787,1.09324,1.58905,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,29891.8,0.52045,0.29256,0.83483,0.86324,0.73134,0.75071,0.4848,1.49388,1.09247,1.58866,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,30518.8,0.51533,0.28856,0.83294,0.87256,0.72643,0.74913,0.48488,1.4915,1.09451,1.59052,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,31133.6,0.50729,0.28564,0.83038,0.87529,0.71855,0.74829,0.48548,1.49096,1.10381,1.59083,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,31775.1,0.49965,0.28159,0.8286,0.87444,0.72104,0.74693,0.48424,1.49016,1.11199,1.59157,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,32422,0.49293,0.27806,0.82627,0.86711,0.72446,0.74575,0.48421,1.48852,1.11967,1.59184,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,33064.4,0.48595,0.27544,0.82419,0.88925,0.71387,0.74411,0.48479,1.4878,1.12761,1.59136,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,33703.2,0.47901,0.27138,0.82254,0.88812,0.71356,0.74336,0.48438,1.48629,1.13558,1.59201,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,34348.3,0.47302,0.26784,0.82042,0.87651,0.72036,0.74409,0.4852,1.48461,1.14033,1.59279,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,34995.4,0.46581,0.26452,0.81929,0.88585,0.71452,0.74456,0.48597,1.48105,1.14928,1.59197,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,35632.2,0.45733,0.26113,0.81643,0.87746,0.71992,0.74279,0.4851,1.47719,1.15982,1.5897,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,36282.3,0.45012,0.25793,0.8143,0.87808,0.71665,0.74134,0.48431,1.47381,1.1654,1.589,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,36933.3,0.44415,0.25495,0.81287,0.8773,0.71721,0.74078,0.48574,1.47236,1.16927,1.5885,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,37579.2,0.4366,0.25074,0.81095,0.87558,0.71847,0.74001,0.4856,1.47093,1.1734,1.58858,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,38234.5,0.4305,0.24851,0.80961,0.87586,0.71714,0.73953,0.4865,1.46928,1.18157,1.58624,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,38880.9,0.42237,0.24478,0.80736,0.87509,0.71914,0.73943,0.48657,1.46822,1.19179,1.58589,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,39537.4,0.4159,0.24082,0.80572,0.87812,0.71644,0.73483,0.48689,1.46275,1.20516,1.58087,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,40182,0.4067,0.23751,0.80375,0.87869,0.71519,0.73429,0.48571,1.46126,1.21261,1.57862,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,40834,0.40016,0.23405,0.80223,0.87111,0.71609,0.73293,0.48514,1.45817,1.22156,1.57721,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,41483.4,0.39316,0.2309,0.80053,0.86534,0.71864,0.73264,0.48429,1.45381,1.22958,1.5747,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,42122.5,0.38557,0.22675,0.79878,0.86245,0.71802,0.73067,0.48431,1.45337,1.23925,1.57405,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,42766.8,0.37847,0.22315,0.79747,0.85759,0.717,0.72803,0.48417,1.44874,1.24856,1.57316,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,43411.2,0.37033,0.22009,0.79505,0.88111,0.70119,0.72551,0.48471,1.44799,1.25196,1.57315,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,44027.5,0.36251,0.21719,0.794,0.88057,0.70036,0.72715,0.484,1.44749,1.25547,1.57146,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,44658.2,0.35409,0.21282,0.79255,0.88848,0.69592,0.72442,0.48469,1.44535,1.25305,1.56911,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,45305.9,0.34704,0.20948,0.79074,0.89693,0.69051,0.72163,0.48442,1.44459,1.25633,1.56813,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,45930.3,0.33832,0.20589,0.7895,0.88113,0.69849,0.71885,0.48356,1.43997,1.26497,1.5648,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,46578.4,0.33019,0.20217,0.78771,0.881,0.69813,0.72012,0.48478,1.43958,1.27204,1.56516,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,47223,0.32281,0.19842,0.78619,0.88257,0.69906,0.71972,0.48528,1.43959,1.27565,1.56541,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,47872.5,0.31417,0.19483,0.78491,0.87128,0.70311,0.71953,0.48503,1.43941,1.28079,1.56528,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,48513.7,0.30581,0.19169,0.78323,0.86911,0.70325,0.71807,0.48461,1.43688,1.2796,1.56364,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,49165.6,0.29761,0.18712,0.78171,0.87283,0.69833,0.71744,0.48413,1.43765,1.29463,1.56471,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,49809,0.29011,0.1838,0.78079,0.86929,0.69799,0.71787,0.48309,1.43457,1.3026,1.56156,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,50462.3,0.28106,0.17989,0.77928,0.86452,0.69837,0.71651,0.48124,1.43348,1.30726,1.56024,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,51110.4,0.27257,0.17556,0.7776,0.87009,0.69397,0.71714,0.48138,1.4325,1.31739,1.55938,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,51765.3,0.26309,0.17144,0.77624,0.86805,0.69404,0.71516,0.4805,1.43025,1.32127,1.55867,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,52415.6,0.25455,0.16735,0.77535,0.88499,0.68227,0.7114,0.48001,1.42983,1.33086,1.55938,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,53070.1,0.24475,0.16331,0.77396,0.8767,0.68641,0.70953,0.47969,1.42826,1.34147,1.55858,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,53725.1,0.23622,0.15948,0.77267,0.87279,0.68794,0.70991,0.47969,1.42963,1.35335,1.56318,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,54375.9,0.22685,0.15487,0.77164,0.86717,0.68739,0.70843,0.4792,1.42947,1.36834,1.56457,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,55028.2,0.21677,0.15,0.77035,0.87659,0.68085,0.70728,0.47906,1.42897,1.37735,1.56579,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,55678.2,0.20828,0.14619,0.76928,0.87758,0.68043,0.70561,0.47877,1.42806,1.38275,1.56672,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,56335.8,0.19885,0.14185,0.76823,0.9032,0.66971,0.7056,0.4791,1.4269,1.38701,1.56713,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,56981.3,0.18967,0.13763,0.76738,0.90019,0.66998,0.70662,0.48018,1.42572,1.3971,1.56836,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,57623.2,0.17958,0.13283,0.76642,0.89111,0.67308,0.70641,0.48003,1.42261,1.40841,1.56514,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,58258.4,0.17164,0.12862,0.76574,0.89107,0.67217,0.70671,0.48066,1.4231,1.41759,1.56835,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,58890.7,0.1626,0.12431,0.76482,0.88444,0.674,0.70654,0.48002,1.4236,1.42339,1.57074,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,59544.2,0.15398,0.11987,0.76441,0.87979,0.67568,0.70637,0.48024,1.42059,1.44095,1.56705,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,60195.4,0.14569,0.11564,0.76359,0.8776,0.67651,0.70262,0.47933,1.42067,1.45006,1.56731,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,60834.9,0.13863,0.11188,0.76312,0.87413,0.67593,0.70104,0.47931,1.41988,1.46006,1.56831,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,61483.4,0.1318,0.10833,0.7626,0.87393,0.67464,0.70102,0.47883,1.41993,1.46893,1.56947,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
